행정구역,총인구수,연령구간인구수,2022년04월_계_0~9세,2022년04월_계_10~19세,2022년04월_계_20~29세,2022년04월_계_30~39세,2022년04월_계_40~49세,2022년04월_계_50~59세,2022년04월_계_60~69세,2022년04월_계_70~79세,2022년04월_계_80~89세,2022년04월_계_90~99세,2022년04월_계_100세 이상,2022년04월_남_총인구수,2022년04월_남_연령구간인구수,2022년04월_남_0~9세,2022년04월_남_10~19세,2022년04월_남_20~29세,2022년04월_남_30~39세,2022년04월_남_40~49세,2022년04월_남_50~59세,2022년04월_남_60~69세,2022년04월_남_70~79세,2022년04월_남_80~89세,2022년04월_남_90~99세,2022년04월_남_100세 이상,2022년04월_여_총인구수,2022년04월_여_연령구간인구수,2022년04월_여_0~9세,2022년04월_여_10~19세,2022년04월_여_20~29세,2022년04월_여_30~39세,2022년04월_여_40~49세,2022년04월_여_50~59세,2022년04월_여_60~69세,2022년04월_여_70~79세,2022년04월_여_80~89세,2022년04월_여_90~99세,2022년04월_여_100세 이상
경기도 의왕시 내손1동(4143054000),20494,20494,1384,1849,3142,2348,2930,4054,3035,1064,582,100,6,10011,10011,700,968,1611,1153,1403,1927,1520,494,213,22,0,10483,10483,684,881,1531,1195,1527,2127,1515,570,369,78,6
경기도 의왕시 내손2동(4143055000),22223,22223,2128,2049,2871,3285,3475,3925,2844,991,554,98,3,10885,10885,1092,1057,1470,1602,1738,1849,1419,449,189,19,1,11338,11338,1036,992,1401,1683,1737,2076,1425,542,365,79,2
경기도 의왕시 청계동(4143056000),37246,37246,3049,3046,4971,5237,5619,6952,5380,1924,890,170,8,18307,18307,1593,1509,2604,2663,2770,3247,2628,959,293,40,1,18939,18939,1456,1537,2367,2574,2849,3705,2752,965,597,130,7
경기도 하남시 (4145000000),323558,323558,32788,29292,37922,53067,58836,46268,39564,17935,6707,1133,46,161759,161759,16772,14782,18993,26693,30496,23266,19122,8900,2490,238,7,161799,161799,16016,14510,18929,26374,28340,23002,20442,9035,4217,895,39
경기도 하남시 천현동(4145051000),7303,7303,299,370,848,976,904,1365,1592,620,264,65,0,4035,4035,148,185,512,566,570,776,849,323,95,11,0,3268,3268,151,185,336,410,334,589,743,297,169,54,0
경기도 하남시 신장1동(4145052000),6769,6769,278,364,969,1140,932,1199,1109,534,207,37,0,3540,3540,147,188,531,689,527,597,540,242,72,7,0,3229,3229,131,176,438,451,405,602,569,292,135,30,0
경기도 하남시 신장2동(4145053000),46684,46684,3882,3903,4994,6875,7528,7033,7337,3600,1335,189,8,23063,23063,1996,1996,2562,3550,3827,3339,3442,1761,537,50,3,23621,23621,1886,1907,2432,3325,3701,3694,3895,1839,798,139,5
경기도 하남시 덕풍1동(4145054000),15379,15379,891,957,1952,2139,2069,2709,2837,1274,488,58,5,7825,7825,467,517,1086,1159,1099,1302,1343,631,204,16,1,7554,7554,424,440,866,980,970,1407,1494,643,284,42,4
경기도 하남시 덕풍2동(4145055000),18828,18828,1018,1033,2325,2863,2469,3260,3516,1611,635,95,3,9501,9501,519,524,1273,1576,1329,1591,1677,782,215,14,1,9327,9327,499,509,1052,1287,1140,1669,1839,829,420,81,2
경기도 하남시 덕풍3동(4145056000),25558,25558,1878,2445,3140,3383,4268,4188,3640,1812,680,121,3,12669,12669,1010,1240,1634,1758,2136,2061,1687,854,267,22,0,12889,12889,868,1205,1506,1625,2132,2127,1953,958,413,99,3
경기도 하남시 풍산동(4145057000),29805,29805,4134,3165,3116,4809,6304,3946,2759,1070,397,98,7,14704,14704,2058,1582,1562,2206,3237,1982,1356,560,140,21,0,15101,15101,2076,1583,1554,2603,3067,1964,1403,510,257,77,7
경기도 하남시 감북동(4145058000),2720,2720,75,134,314,391,352,539,538,235,122,20,0,1501,1501,42,70,186,236,196,304,302,114,44,7,0,1219,1219,33,64,128,155,156,235,236,121,78,13,0
경기도 하남시 감일동(4145058200),32176,32176,5174,3122,3143,6045,6171,3906,2823,1232,461,94,5,16086,16086,2676,1574,1562,2866,3218,1997,1386,629,159,19,0,16090,16090,2498,1548,1581,3179,2953,1909,1437,603,302,75,5
경기도 하남시 위례동(4145058500),30069,30069,4220,3322,3168,4985,6041,4359,2749,885,279,56,5,14746,14746,2112,1652,1561,2247,3053,2144,1403,466,96,10,2,15323,15323,2108,1670,1607,2738,2988,2215,1346,419,183,46,3
경기도 하남시 춘궁동(4145059000),3778,3778,125,177,431,413,459,747,801,382,210,31,2,2143,2143,65,100,243,244,280,474,447,192,92,6,0,1635,1635,60,77,188,169,179,273,354,190,118,25,2
경기도 하남시 초이동(4145060000),3501,3501,147,183,423,443,429,691,709,298,165,12,1,1982,1982,68,92,240,278,263,416,410,150,61,4,0,1519,1519,79,91,183,165,166,275,299,148,104,8,1
경기도 하남시 미사1동(4145061000),53729,53729,4829,4542,9182,11900,10265,6180,4123,1951,637,117,3,26719,26719,2497,2236,4056,6256,5342,3170,1933,983,221,25,0,27010,27010,2332,2306,5126,5644,4923,3010,2190,968,416,92,3
경기도 하남시 미사2동(4145062000),47259,47259,5838,5575,3917,6705,10645,6146,5031,2431,827,140,4,23245,23245,2967,2826,1985,3062,5419,3113,2347,1213,287,26,0,24014,24014,2871,2749,1932,3643,5226,3033,2684,1218,540,114,4
경기도 용인시 (4146000000),1075877,1075877,92224,120364,136510,138616,196299,173657,115125,66675,31697,4561,149,533650,533650,47097,61711,71113,68981,96478,88078,55491,29969,13466,1238,28,542227,542227,45127,58653,65397,69635,99821,85579,59634,36706,18231,3323,121
경기도 용인시 처인구 (4146100000),260440,260440,19510,25007,34177,33122,43418,44320,34854,16565,8174,1259,34,133691,133691,10026,13031,18570,17736,22806,22925,17593,7676,3058,263,7,126749,126749,9484,11976,15607,15386,20612,21395,17261,8889,5116,996,27
경기도 용인시 처인구 포곡읍(4146125000),33415,33415,2046,3584,4765,3791,5864,6116,4121,1976,999,152,1,17234,17234,1046,1879,2654,2105,3022,3223,2067,859,353,26,0,16181,16181,1000,1705,2111,1686,2842,2893,2054,1117,646,126,1
경기도 용인시 처인구 모현읍(4146125300),27047,27047,1798,2394,3437,3009,4555,4872,4006,1934,890,150,2,14172,14172,959,1265,1878,1600,2445,2646,2072,916,363,28,0,12875,12875,839,1129,1559,1409,2110,2226,1934,1018,527,122,2
경기도 용인시 처인구 이동읍(4146125600),20441,20441,1387,1767,2150,2347,3267,3772,3246,1540,825,133,7,10478,10478,691,913,1214,1329,1775,1963,1608,686,275,23,1,9963,9963,696,854,936,1018,1492,1809,1638,854,550,110,6
경기도 용인시 처인구 남사읍(4146125900),23942,23942,3025,2227,1750,3901,4513,3092,3081,1591,668,92,2,12095,12095,1547,1114,928,1934,2420,1566,1516,791,259,19,1,11847,11847,1478,1113,822,1967,2093,1526,1565,800,409,73,1
경기도 용인시 처인구 원삼면(4146134000),8164,8164,328,509,701,679,1029,1558,1824,938,515,80,3,4281,4281,159,279,406,396,567,839,923,501,192,18,1,3883,3883,169,230,295,283,462,719,901,437,323,62,2
경기도 용인시 처인구 백암면(4146135000),8517,8517,227,624,810,718,980,1514,1947,929,678,88,2,4628,4628,121,358,492,437,605,868,1028,455,244,19,1,3889,3889,106,266,318,281,375,646,919,474,434,69,1
경기도 용인시 처인구 양지면(4146136000),19772,19772,1186,2044,2427,2461,3106,3512,3016,1216,671,128,5,10602,10602,647,1161,1385,1407,1695,1860,1578,599,245,25,0,9170,9170,539,883,1042,1054,1411,1652,1438,617,426,103,5
경기도 용인시 처인구 중앙동(4146151000),25152,25152,1489,2174,4370,3285,3840,4267,3331,1539,744,111,2,12768,12768,741,1105,2330,1832,2021,2137,1642,666,269,24,1,12384,12384,748,1069,2040,1453,1819,2130,1689,873,475,87,1
경기도 용인시 처인구 역북동(4146152500),31916,31916,3421,3181,5293,5443,5667,4255,2757,1287,538,71,3,16108,16108,1764,1601,2731,2790,2937,2079,1391,581,221,12,1,15808,15808,1657,1580,2562,2653,2730,2176,1366,706,317,59,2
경기도 용인시 처인구 삼가동(4146152600),12524,12524,995,1251,1817,1604,2041,2313,1445,675,333,50,0,6146,6146,514,634,932,813,971,1136,690,310,133,13,0,6378,6378,481,617,885,791,1070,1177,755,365,200,37,0
경기도 용인시 처인구 유림동(4146153000),36338,36338,2949,4172,4872,4447,6642,6473,3862,1902,894,123,2,18355,18355,1488,2148,2646,2278,3340,3312,1942,829,340,32,0,17983,17983,1461,2024,2226,2169,3302,3161,1920,1073,554,91,2
경기도 용인시 처인구 동부동(4146154000),13212,13212,659,1080,1785,1437,1914,2576,2218,1038,419,81,5,6824,6824,349,574,974,815,1008,1296,1136,483,164,24,1,6388,6388,310,506,811,622,906,1280,1082,555,255,57,4
경기도 용인시 기흥구 (4146300000),440298,440298,38361,50347,56659,55985,81748,70988,44695,26729,12885,1832,69,217176,217176,19651,25821,29534,27621,39748,35749,21128,11828,5553,528,15,223122,223122,18710,24526,27125,28364,42000,35239,23567,14901,7332,1304,54
경기도 용인시 기흥구 신갈동(4146351000),38084,38084,3092,3474,4917,5904,6391,6291,4268,2379,1218,143,7,18991,18991,1567,1804,2466,3095,3190,3194,2122,1008,503,41,1,19093,19093,1525,1670,2451,2809,3201,3097,2146,1371,715,102,6
경기도 용인시 기흥구 영덕1동(4146351600),30235,30235,2968,3585,3746,4260,5773,5222,2849,1229,501,99,3,15061,15061,1529,1854,1988,2142,2807,2633,1337,576,174,20,1,15174,15174,1439,1731,1758,2118,2966,2589,1512,653,327,79,2
경기도 용인시 기흥구 영덕2동(4146351700),17465,17465,1788,1190,2334,3119,2739,2827,1892,778,615,178,5,8616,8616,894,595,1266,1561,1384,1337,911,379,223,64,2,8849,8849,894,595,1068,1558,1355,1490,981,399,392,114,3
경기도 용인시 기흥구 구갈동(4146352000),41531,41531,3954,3295,6494,7305,7085,6702,3907,1893,772,117,7,20778,20778,2023,1723,3259,3636,3636,3367,1912,889,308,24,1,20753,20753,1931,1572,3235,3669,3449,3335,1995,1004,464,93,6
경기도 용인시 기흥구 상갈동(4146353000),13209,13209,854,1202,1924,1876,2221,2320,1430,888,453,41,0,6833,6833,457,607,1048,1017,1148,1252,715,374,208,7,0,6376,6376,397,595,876,859,1073,1068,715,514,245,34,0
경기도 용인시 기흥구 보라동(4146353500),33202,33202,2656,4259,4028,3487,6309,5494,3584,2233,1011,133,8,16352,16352,1356,2186,2083,1682,3085,2767,1701,1017,425,48,2,16850,16850,1300,2073,1945,1805,3224,2727,1883,1216,586,85,6
경기도 용인시 기흥구 기흥동(4146354000),21566,21566,1641,2148,2571,2686,3784,3601,2840,1509,696,88,2,10712,10712,832,1109,1380,1388,1882,1781,1338,677,307,17,1,10854,10854,809,1039,1191,1298,1902,1820,1502,832,389,71,1
경기도 용인시 기흥구 서농동(4146355000),26189,26189,2824,2695,5160,4223,4638,3283,2094,859,366,45,2,13405,13405,1412,1341,2972,2158,2377,1583,1036,373,139,14,0,12784,12784,1412,1354,2188,2065,2261,1700,1058,486,227,31,2
경기도 용인시 기흥구 구성동(4146356000),40243,40243,3079,4799,4447,4160,7528,6505,4595,3289,1602,231,8,19411,19411,1595,2458,2315,2037,3576,3222,2037,1386,743,41,1,20832,20832,1484,2341,2132,2123,3952,3283,2558,1903,859,190,7
경기도 용인시 기흥구 마북동(4146357000),31976,31976,2367,3058,4063,3833,5268,5200,3857,2805,1327,187,11,15630,15630,1237,1583,2105,1924,2522,2501,1804,1252,630,68,4,16346,16346,1130,1475,1958,1909,2746,2699,2053,1553,697,119,7
경기도 용인시 기흥구 동백1동(4146357200),32556,32556,3006,5556,3619,3029,7537,5150,2332,1512,716,98,1,15611,15611,1460,2813,1811,1363,3517,2710,1029,603,277,28,0,16945,16945,1546,2743,1808,1666,4020,2440,1303,909,439,70,1
경기도 용인시 기흥구 동백2동(4146357500),27093,27093,2308,4549,3305,2178,5878,4701,2191,1285,616,78,4,13311,13311,1182,2350,1706,968,2671,2525,1035,566,280,27,1,13782,13782,1126,2199,1599,1210,3207,2176,1156,719,336,51,3
경기도 용인시 기흥구 동백3동(4146357700),26697,26697,3129,3438,2565,3505,5546,3379,2277,1823,933,101,1,12999,12999,1637,1742,1286,1596,2729,1712,1014,819,421,42,1,13698,13698,1492,1696,1279,1909,2817,1667,1263,1004,512,59,0
경기도 용인시 기흥구 상하동(4146358600),24268,24268,1693,2634,3284,2649,3987,4648,2995,1518,746,108,6,11793,11793,896,1363,1680,1296,1889,2261,1431,664,289,24,0,12475,12475,797,1271,1604,1353,2098,2387,1564,854,457,84,6
경기도 용인시 기흥구 보정동(4146359000),35984,35984,3002,4465,4202,3771,7064,5665,3584,2729,1313,185,4,17673,17673,1574,2293,2169,1758,3335,2904,1706,1245,626,63,0,18311,18311,1428,2172,2033,2013,3729,2761,1878,1484,687,122,4
경기도 용인시 수지구 (4146500000),375139,375139,34353,45010,45674,49509,71133,58349,35576,23381,10638,1470,46,182783,182783,17420,22859,23009,23624,33924,29404,16770,10465,4855,447,6,192356,192356,16933,22151,22665,25885,37209,28945,18806,12916,5783,1023,40
경기도 용인시 수지구 풍덕천1동(4146551000),36046,36046,2549,3485,5099,6247,5770,5541,3807,2277,1102,161,8,17992,17992,1330,1799,2632,3360,2809,2774,1787,1006,445,50,0,18054,18054,1219,1686,2467,2887,2961,2767,2020,1271,657,111,8
경기도 용인시 수지구 풍덕천2동(4146552000),40932,40932,4331,5679,4815,5803,8765,6023,2680,1691,1013,130,2,20117,20117,2186,2938,2392,2737,4261,3147,1345,676,396,39,0,20815,20815,2145,2741,2423,3066,4504,2876,1335,1015,617,91,2
경기도 용인시 수지구 신봉동(4146553000),37966,37966,3227,5298,4060,3827,7705,6212,3517,2739,1212,167,2,18339,18339,1603,2687,2081,1754,3542,3166,1656,1206,593,51,0,19627,19627,1624,2611,1979,2073,4163,3046,1861,1533,619,116,2
경기도 용인시 수지구 죽전1동(4146554000),28978,28978,2263,3489,3753,3274,5258,4894,3015,1906,996,125,5,14024,14024,1111,1799,1904,1554,2459,2417,1458,814,466,42,0,14954,14954,1152,1690,1849,1720,2799,2477,1557,1092,530,83,5
경기도 용인시 수지구 죽전2동(4146555000),18300,18300,1390,1493,2803,3130,2974,2935,1874,1061,537,98,5,9071,9071,720,775,1443,1591,1475,1418,902,491,218,37,1,9229,9229,670,718,1360,1539,1499,1517,972,570,319,61,4
경기도 용인시 수지구 죽전3동(4146555500),26899,26899,2200,3205,4068,3413,4928,4257,2510,1508,713,93,4,12994,12994,1107,1617,2035,1619,2375,2114,1156,650,290,31,0,13905,13905,1093,1588,2033,1794,2553,2143,1354,858,423,62,4
경기도 용인시 수지구 동천동(4146556000),50192,50192,5560,5385,5558,7620,9673,7468,5018,2701,1035,168,6,24711,24711,2877,2720,2820,3579,4733,3808,2393,1266,472,41,2,25481,25481,2683,2665,2738,4041,4940,3660,2625,1435,563,127,4
경기도 용인시 수지구 상현1동(4146557000),20293,20293,1949,2764,2223,2349,3941,3158,1816,1374,616,98,5,9718,9718,973,1366,1097,1063,1840,1608,849,603,297,20,2,10575,10575,976,1398,1126,1286,2101,1550,967,771,319,78,3
경기도 용인시 수지구 상현2동(4146558000),33101,33101,3044,4116,3698,3969,6339,5193,3137,2372,1100,131,2,16064,16064,1566,2137,1856,1858,3017,2574,1435,1058,517,45,1,17037,17037,1478,1979,1842,2111,3322,2619,1702,1314,583,86,1
경기도 용인시 수지구 상현3동(4146558500),27753,27753,2560,3292,3913,4120,5224,4200,2384,1379,598,82,1,13397,13397,1259,1678,1836,1983,2520,2088,1103,627,280,23,0,14356,14356,1301,1614,2077,2137,2704,2112,1281,752,318,59,1
경기도 용인시 수지구 성복동(4146559000),54679,54679,5280,6804,5684,5757,10556,8468,5818,4373,1716,217,6,26356,26356,2688,3343,2913,2526,4893,4290,2686,2068,881,68,0,28323,28323,2592,3461,2771,3231,5663,4178,3132,2305,835,149,6
경기도 파주시 (4148000000),486515,486515,42783,50540,59442,68319,83441,78233,56461,29001,15883,2340,72,246910,246910,21829,25885,32128,35900,42804,40808,28286,12832,5849,573,16,239605,239605,20954,24655,27314,32419,40637,37425,28175,16169,10034,1767,56
경기도 파주시 문산읍(4148025000),48370,48370,4453,4869,5516,7382,7633,7066,5861,3354,1984,242,10,24830,24830,2237,2491,3126,4079,4112,3692,2875,1456,679,81,2,23540,23540,2216,2378,2390,3303,3521,3374,2986,1898,1305,161,8
경기도 파주시 파주읍(4148025300),13719,13719,584,860,1524,1408,1741,2623,2567,1370,896,141,5,7315,7315,308,435,930,806,995,1489,1373,630,312,34,3,6404,6404,276,425,594,602,746,1134,1194,740,584,107,2
경기도 파주시 법원읍(4148025600),10421,10421,308,612,1283,917,1073,2000,2213,1198,710,106,1,5563,5563,166,322,788,542,614,1109,1183,553,255,31,0,4858,4858,142,290,495,375,459,891,1030,645,455,75,1
경기도 파주시 조리읍(4148026200),29585,29585,1558,2648,3495,2839,4324,5832,4940,2397,1367,176,9,15032,15032,790,1330,1909,1530,2253,3019,2525,1094,534,45,3,14553,14553,768,1318,1586,1309,2071,2813,2415,1303,833,131,6
경기도 파주시 월롱면(4148031000),9625,9625,141,246,2881,1688,1048,1339,1272,605,346,59,0,6546,6546,65,137,2211,1340,781,865,714,298,122,13,0,3079,3079,76,109,670,348,267,474,558,307,224,46,0
경기도 파주시 탄현면(4148032000),13473,13473,591,956,1482,1467,2054,2658,2271,1146,716,123,9,7347,7347,309,502,863,896,1175,1522,1244,538,276,22,0,6126,6126,282,454,619,571,879,1136,1027,608,440,101,9
경기도 파주시 광탄면(4148035000),11148,11148,416,578,1174,979,1248,2228,2425,1238,715,143,4,6090,6090,213,310,738,596,737,1257,1346,611,251,30,1,5058,5058,203,268,436,383,511,971,1079,627,464,113,3
경기도 파주시 파평면(4148036000),3860,3860,81,175,439,224,321,731,885,547,376,78,3,2056,2056,49,95,295,139,182,425,456,263,138,13,1,1804,1804,32,80,144,85,139,306,429,284,238,65,2
경기도 파주시 적성면(4148037000),7362,7362,533,486,932,869,760,1128,1310,839,432,68,5,4009,4009,266,275,633,495,430,615,716,390,171,17,1,3353,3353,267,211,299,374,330,513,594,449,261,51,4
경기도 파주시 장단면(4148039000),718,718,24,44,53,60,79,142,129,118,62,7,0,373,373,12,18,30,30,48,78,71,53,29,4,0,345,345,12,26,23,30,31,64,58,65,33,3,0
경기도 파주시 금촌1동(4148051000),22371,22371,985,1441,3474,2986,3118,4188,3410,1738,889,139,3,11996,11996,510,749,1978,1800,1728,2349,1762,764,319,35,2,10375,10375,475,692,1496,1186,1390,1839,1648,974,570,104,1
경기도 파주시 금촌2동(4148052000),32597,32597,2897,4143,4023,4207,5781,5430,3244,1757,979,135,1,15913,15913,1489,2145,2027,2125,2740,2755,1524,731,352,25,0,16684,16684,1408,1998,1996,2082,3041,2675,1720,1026,627,110,1
경기도 파주시 금촌3동(4148053000),27580,27580,2089,2670,3775,3510,4294,4956,3477,1737,935,136,1,14099,14099,1052,1414,2058,1887,2220,2540,1732,802,361,33,0,13481,13481,1037,1256,1717,1623,2074,2416,1745,935,574,103,1
경기도 파주시 교하동(4148054000),53615,53615,5529,6256,6272,8304,9835,8448,5093,2418,1244,212,4,27074,27074,2817,3251,3279,4255,4907,4444,2574,1059,452,36,0,26541,26541,2712,3005,2993,4049,4928,4004,2519,1359,792,176,4
경기도 파주시 운정1동(4148055000),52061,52061,4879,6325,6447,7499,9917,8154,5122,2357,1190,166,5,25550,25550,2493,3163,3155,3741,4897,4048,2515,1045,452,41,0,26511,26511,2386,3162,3292,3758,5020,4106,2607,1312,738,125,5
경기도 파주시 운정2동(4148056000),63031,63031,8341,7965,6287,10744,12857,8171,4707,2568,1206,180,5,30717,30717,4267,4013,3005,5211,6453,4111,2126,1033,446,50,2,32314,32314,4074,3952,3282,5533,6404,4060,2581,1535,760,130,3
경기도 파주시 운정3동(4148057000),86979,86979,9374,10266,10385,13236,17358,13139,7535,3614,1836,229,7,42400,42400,4786,5235,5103,6428,8532,6490,3550,1512,700,63,1,44579,44579,4588,5031,5282,6808,8826,6649,3985,2102,1136,166,6
경기도 이천시 (4150000000),222722,222722,17482,21783,30853,30621,35201,35812,29177,13441,7285,1041,26,115649,115649,9052,11302,17559,16600,18272,18642,15012,6268,2685,254,3,107073,107073,8430,10481,13294,14021,16929,17170,14165,7173,4600,787,23
경기도 이천시 장호원읍(4150025000),14435,14435,844,1306,1471,1403,1992,2366,2647,1431,859,112,4,7319,7319,428,678,849,762,1032,1238,1321,672,311,28,0,7116,7116,416,628,622,641,960,1128,1326,759,548,84,4
경기도 이천시 부발읍(4150025300),36000,36000,2877,4328,5210,4876,6578,5691,3819,1661,855,102,3,19071,19071,1501,2221,3142,2646,3365,3072,2003,775,324,22,0,16929,16929,1376,2107,2068,2230,3213,2619,1816,886,531,80,3
경기도 이천시 신둔면(4150031000),13974,13974,1015,934,1572,1796,1990,2676,2340,1049,523,77,2,7298,7298,509,497,853,982,1080,1389,1265,505,201,17,0,6676,6676,506,437,719,814,910,1287,1075,544,322,60,2
경기도 이천시 백사면(4150032000),11429,11429,718,868,1278,1264,1618,2180,1933,933,542,93,2,5824,5824,375,465,699,639,866,1100,1006,424,226,24,0,5605,5605,343,403,579,625,752,1080,927,509,316,69,2
경기도 이천시 호법면(4150033000),5840,5840,279,339,655,681,685,1085,1154,581,326,54,1,3138,3138,146,194,363,403,395,637,600,272,116,12,0,2702,2702,133,145,292,278,290,448,554,309,210,42,1
경기도 이천시 마장면(4150034000),15403,15403,1574,1172,2295,2845,2226,2107,1765,882,465,71,1,8421,8421,835,582,1405,1637,1268,1146,927,428,173,19,1,6982,6982,739,590,890,1208,958,961,838,454,292,52,0
경기도 이천시 대월면(4150035000),14529,14529,1036,1146,2689,2466,2167,1952,1697,844,463,68,1,7422,7422,530,589,1325,1321,1204,1025,853,400,161,14,0,7107,7107,506,557,1364,1145,963,927,844,444,302,54,1
경기도 이천시 모가면(4150036000),4367,4367,110,232,372,334,485,803,1034,560,382,55,0,2335,2335,59,145,226,205,279,446,547,273,141,14,0,2032,2032,51,87,146,129,206,357,487,287,241,41,0
경기도 이천시 설성면(4150037000),4686,4686,146,214,379,344,476,813,1122,680,440,68,4,2487,2487,72,105,236,214,287,463,605,327,163,15,0,2199,2199,74,109,143,130,189,350,517,353,277,53,4
경기도 이천시 율면(4150038000),2632,2632,52,112,166,148,214,429,716,404,334,57,0,1362,1362,30,65,98,89,134,226,386,187,135,12,0,1270,1270,22,47,68,59,80,203,330,217,199,45,0
경기도 이천시 창전동(4150051000),16880,16880,842,1440,2746,2182,2453,2833,2578,1200,537,69,0,8513,8513,434,734,1502,1276,1241,1364,1196,563,179,24,0,8367,8367,408,706,1244,906,1212,1469,1382,637,358,45,0
경기도 이천시 증포동(4150051500),57245,57245,6569,8077,7408,8478,11018,8691,4557,1554,774,118,1,28535,28535,3397,4192,3906,4050,5321,4390,2343,663,246,27,0,28710,28710,3172,3885,3502,4428,5697,4301,2214,891,528,91,1
경기도 이천시 중리동(4150052000),15043,15043,877,883,3146,2499,1865,2246,2074,935,449,65,4,8632,8632,455,478,2189,1616,1034,1155,1058,441,189,15,2,6411,6411,422,405,957,883,831,1091,1016,494,260,50,2
경기도 이천시 관고동(4150053000),10259,10259,543,732,1466,1305,1434,1940,1741,727,336,32,3,5292,5292,281,357,766,760,766,991,902,338,120,11,0,4967,4967,262,375,700,545,668,949,839,389,216,21,3
경기도 안성시 (4155000000),189772,189772,12831,17799,22908,22614,30177,32106,27971,14130,8029,1170,37,98093,98093,6657,9272,12652,12421,16180,17036,14148,6589,2879,254,5,91679,91679,6174,8527,10256,10193,13997,15070,13823,7541,5150,916,32
경기도 안성시 공도읍(4155025000),60022,60022,5332,7468,6942,8105,11971,9425,6044,3042,1485,198,10,30287,30287,2742,3833,3709,4229,6113,4919,2848,1348,503,40,3,29735,29735,2590,3635,3233,3876,5858,4506,3196,1694,982,158,7
경기도 안성시 보개면(4155031000),5322,5322,163,278,468,406,531,969,1270,688,465,82,2,2822,2822,88,167,272,241,318,532,696,326,168,14,0,2500,2500,75,111,196,165,213,437,574,362,297,68,2
경기도 안성시 금광면(4155032000),7308,7308,326,623,704,579,949,1329,1519,726,473,79,1,3646,3646,172,315,388,309,489,720,754,313,172,14,0,3662,3662,154,308,316,270,460,609,765,413,301,65,1
경기도 안성시 서운면(4155033000),3250,3250,71,133,262,222,311,642,775,457,333,43,1,1719,1719,37,74,168,130,188,367,403,221,119,12,0,1531,1531,34,59,94,92,123,275,372,236,214,31,1
경기도 안성시 미양면(4155034000),5797,5797,183,262,514,514,716,1048,1329,711,446,72,2,3170,3170,93,142,318,324,439,593,730,352,162,16,1,2627,2627,90,120,196,190,277,455,599,359,284,56,1
경기도 안성시 대덕면(4155035000),15516,15516,1222,1108,2151,2395,2697,2384,2076,937,480,65,1,8761,8761,651,584,1239,1434,1658,1400,1119,463,201,12,0,6755,6755,571,524,912,961,1039,984,957,474,279,53,1
경기도 안성시 양성면(4155036000),5238,5238,119,258,434,371,542,1010,1275,642,475,105,7,2732,2732,68,123,247,214,328,564,689,310,165,24,0,2506,2506,51,135,187,157,214,446,586,332,310,81,7
경기도 안성시 원곡면(4155038000),6575,6575,375,387,754,944,956,1236,1122,496,259,46,0,3682,3682,210,207,448,577,585,682,613,257,87,16,0,2893,2893,165,180,306,367,371,554,509,239,172,30,0
경기도 안성시 일죽면(4155039000),7487,7487,255,475,621,575,796,1286,1796,993,594,93,3,3965,3965,134,294,341,347,479,707,911,509,222,20,1,3522,3522,121,181,280,228,317,579,885,484,372,73,2
경기도 안성시 죽산면(4155040000),6850,6850,208,380,664,521,756,1383,1520,823,533,60,2,3654,3654,105,194,366,332,437,801,816,391,198,14,0,3196,3196,103,186,298,189,319,582,704,432,335,46,2
경기도 안성시 삼죽면(4155041000),3744,3744,69,310,504,253,329,653,798,481,311,35,1,1937,1937,30,170,254,157,201,351,410,240,116,8,0,1807,1807,39,140,250,96,128,302,388,241,195,27,1
경기도 안성시 고삼면(4155042000),1937,1937,52,76,174,147,172,372,496,246,170,29,3,1027,1027,28,40,108,88,105,202,260,122,69,5,0,910,910,24,36,66,59,67,170,236,124,101,24,3
경기도 안성시 안성1동(4155051000),12257,12257,647,982,1548,1288,1653,2193,2068,1135,644,99,0,6129,6129,306,492,860,694,863,1122,1009,522,244,17,0,6128,6128,341,490,688,594,790,1071,1059,613,400,82,0
경기도 안성시 안성2동(4155052000),26138,26138,2155,2634,3941,3690,4344,4173,3091,1376,651,80,3,13311,13311,1147,1371,2128,1961,2260,2092,1519,607,206,20,0,12827,12827,1008,1263,1813,1729,2084,2081,1572,769,445,60,3
경기도 안성시 안성3동(4155053000),22331,22331,1654,2425,3227,2604,3454,4003,2792,1377,710,84,1,11251,11251,846,1266,1806,1384,1717,1984,1371,608,247,22,0,11080,11080,808,1159,1421,1220,1737,2019,1421,769,463,62,1
경기도 김포시 (4157000000),485609,485609,52226,50418,51534,73073,93045,69787,54654,27203,11899,1721,49,242877,242877,26657,25667,26438,35839,48228,35594,26682,12796,4570,392,14,242732,242732,25569,24751,25096,37234,44817,34193,27972,14407,7329,1329,35
경기도 김포시 통진읍(4157025000),29122,29122,1721,2354,3472,3116,4275,5529,4961,2291,1218,179,6,15529,15529,862,1274,2066,1759,2397,3009,2627,1055,443,36,1,13593,13593,859,1080,1406,1357,1878,2520,2334,1236,775,143,5
경기도 김포시 고촌읍(4157025300),48177,48177,6293,4876,4201,8165,9751,6113,5420,2325,876,150,7,23998,23998,3279,2520,2092,3850,5022,3076,2590,1190,342,34,3,24179,24179,3014,2356,2109,4315,4729,3037,2830,1135,534,116,4
